,file_name,flight,image,date,mean_red,sd_red,mean_green,sd_green,mean_blue,sd_blue
0,2019_Feb_06_Phantom_Flight_5_80_HSV_V_fixed,5,80,2019:02:06 11:05:39,18.09,22.01,31.21,26.0,11.83,17.2
0,2019_Feb_06_Phantom_Flight_3_225_HSV_V_fixed,3,225,2019:02:06 10:30:29,20.67,23.48,30.52,25.68,12.0,17.38
0,2019_Feb_06_Phantom_Flight_4_206_HSV_V_fixed,4,206,2019:02:06 10:52:20,17.88,22.74,31.52,26.35,10.98,17.07
0,2019_Feb_06_Phantom_Flight_4_56_HSV_V_fixed,4,56,2019:02:06 10:47:20,19.92,24.0,31.73,26.62,13.48,18.6
0,2019_Feb_06_Phantom_Flight_5_265_HSV_V_fixed,5,265,2019:02:06 11:11:49,19.67,24.0,31.21,26.17,13.36,18.69
0,2019_Feb_06_Phantom_Flight_5_185_HSV_V_fixed,5,185,2019:02:06 11:09:09,19.73,23.52,31.57,26.63,13.15,18.44
0,2019_Feb_06_Phantom_Flight_2_246_HSV_V_fixed,2,246,2019:02:06 09:45:55,17.35,23.16,31.68,26.32,10.19,17.06
0,2019_Feb_06_Phantom_Flight_4_173_HSV_V_fixed,4,173,2019:02:06 10:51:14,19.72,23.38,31.8,26.39,12.68,17.54
0,2019_Feb_06_Phantom_Flight_2_248_HSV_V_fixed,2,248,2019:02:06 09:45:59,18.01,23.34,30.83,25.72,10.5,17.21
0,2019_Feb_06_Phantom_Flight_2_93_HSV_V_fixed,2,93,2019:02:06 09:40:47,17.39,23.01,31.91,26.54,9.03,15.61
0,2019_Feb_06_Phantom_Flight_4_58_HSV_V_fixed,4,58,2019:02:06 10:47:24,19.87,23.77,31.23,26.19,13.31,18.51
0,2019_Feb_06_Phantom_Flight_4_293_HSV_V_fixed,4,293,2019:02:06 10:55:14,19.46,22.78,30.97,25.92,12.39,17.33
0,2019_Feb_06_Phantom_Flight_3_150_HSV_V_fixed,3,150,2019:02:06 10:27:59,18.86,24.22,31.36,25.66,10.1,17.1
0,2019_Feb_06_Phantom_Flight_4_208_HSV_V_fixed,4,208,2019:02:06 10:52:24,17.82,22.86,31.56,26.35,10.93,17.07
0,2019_Feb_06_Phantom_Flight_2_133_HSV_V_fixed,2,133,2019:02:06 09:42:09,19.0,23.73,31.23,25.69,10.23,16.75
0,2019_Feb_06_Phantom_Flight_5_110_HSV_V_fixed,5,110,2019:02:06 11:06:39,18.14,22.84,32.13,26.5,11.75,17.51
0,2019_Feb_06_Phantom_Flight_5_324_HSV_V_fixed,5,324,2019:02:06 11:13:47,20.92,24.24,31.4,26.07,13.29,18.92
0,2019_Feb_06_Phantom_Flight_3_45_HSV_V_fixed,3,45,2019:02:06 10:24:28,14.3,21.92,31.9,25.81,7.12,14.26
0,2019_Feb_06_Phantom_Flight_2_307_HSV_V_fixed,2,307,2019:02:06 09:48:01,19.35,23.32,31.59,26.22,10.56,16.36
0,2019_Feb_06_Phantom_Flight_3_364_HSV_V_fixed,3,364,2019:02:06 10:35:07,19.24,22.44,30.76,26.26,11.16,16.24
0,2019_Feb_06_Phantom_Flight_5_7_HSV_V_fixed,5,7,2019:02:06 11:03:13,18.62,22.55,31.27,26.21,11.48,16.95
0,2019_Feb_06_Phantom_Flight_5_15_HSV_V_fixed,5,15,2019:02:06 11:03:29,20.04,24.21,31.39,26.25,14.04,19.31
0,2019_Feb_06_Phantom_Flight_1_417_HSV_V_fixed,1,417,2019:02:06 10:12:42,17.42,22.37,31.35,26.13,8.21,14.45
0,2019_Feb_06_Phantom_Flight_2_275_HSV_V_fixed,2,275,2019:02:06 09:46:57,18.86,22.53,31.26,26.11,11.07,16.67
0,2019_Feb_06_Phantom_Flight_5_256_HSV_V_fixed,5,256,2019:02:06 11:11:31,19.01,23.37,31.35,26.34,12.92,18.22
0,2019_Feb_06_Phantom_Flight_4_65_HSV_V_fixed,4,65,2019:02:06 10:47:38,20.0,24.11,32.38,27.06,13.3,18.56
0,2019_Feb_06_Phantom_Flight_2_195_HSV_V_fixed,2,195,2019:02:06 09:44:13,18.69,23.11,31.29,25.89,9.94,16.12
0,2019_Feb_06_Phantom_Flight_4_235_HSV_V_fixed,4,235,2019:02:06 10:53:18,16.72,22.9,31.65,26.79,10.98,17.58
0,2019_Feb_06_Phantom_Flight_2_35_HSV_V_fixed,2,35,2019:02:06 09:38:51,21.08,22.52,30.46,26.25,11.76,15.5
0,2019_Feb_06_Phantom_Flight_3_216_HSV_V_fixed,3,216,2019:02:06 10:30:11,19.52,23.05,30.38,25.46,11.13,16.77
0,2019_Feb_06_Phantom_Flight_5_319_HSV_V_fixed,5,319,2019:02:06 11:13:37,20.95,24.0,31.29,26.05,13.06,18.64
0,2019_Feb_06_Phantom_Flight_3_78_HSV_V_fixed,3,78,2019:02:06 10:25:35,18.53,24.1,31.34,25.68,9.62,17.14
0,2019_Feb_06_Phantom_Flight_3_359_HSV_V_fixed,3,359,2019:02:06 10:34:57,19.52,22.68,31.02,26.22,11.56,16.6
0,2019_Feb_06_Phantom_Flight_5_28_HSV_V_fixed,5,28,2019:02:06 11:03:55,18.64,22.68,32.37,26.26,12.62,17.47
0,2019_Feb_06_Phantom_Flight_1_200_HSV_V_fixed,1,200,2019:02:06 10:05:22,22.66,22.56,31.05,26.3,12.33,15.67
0,2019_Feb_06_Phantom_Flight_2_510_HSV_V_fixed,2,510,2019:02:06 09:54:47,20.81,21.43,30.62,26.25,12.32,15.15
0,2019_Feb_06_Phantom_Flight_1_146_HSV_V_fixed,1,146,2019:02:06 10:03:34,21.32,22.5,30.81,25.96,9.64,13.86
0,2019_Feb_06_Phantom_Flight_3_401_HSV_V_fixed,3,401,2019:02:06 10:36:21,19.29,22.67,30.8,26.57,11.24,16.22
0,2019_Feb_06_Phantom_Flight_1_372_HSV_V_fixed,1,372,2019:02:06 10:11:10,17.62,23.66,30.48,25.63,8.5,16.01
0,2019_Feb_06_Phantom_Flight_2_462_HSV_V_fixed,2,462,2019:02:06 09:53:11,20.85,22.62,31.11,26.17,13.17,16.8
0,2019_Feb_06_Phantom_Flight_3_323_HSV_V_fixed,3,323,2019:02:06 10:33:45,18.72,21.34,30.45,25.49,10.56,15.08
0,2019_Feb_06_Phantom_Flight_1_450_HSV_V_fixed,1,450,2019:02:06 10:13:48,21.09,24.01,31.21,26.57,10.82,16.77
0,2019_Feb_06_Phantom_Flight_4_300_HSV_V_fixed,4,300,2019:02:06 10:55:28,20.85,23.57,31.08,25.24,12.78,17.86
0,2019_Feb_06_Phantom_Flight_5_52_HSV_V_fixed,5,52,2019:02:06 11:04:43,21.0,24.45,31.45,26.86,14.62,19.61
0,2019_Feb_06_Phantom_Flight_3_99_HSV_V_fixed,3,99,2019:02:06 10:26:17,16.16,23.07,31.7,25.71,8.62,15.98
0,2019_Feb_06_Phantom_Flight_2_340_HSV_V_fixed,2,340,2019:02:06 09:49:07,18.78,22.37,31.4,26.18,10.7,16.13
0,2019_Feb_06_Phantom_Flight_2_174_HSV_V_fixed,2,174,2019:02:06 09:43:31,18.79,23.08,31.46,26.14,9.67,15.56
0,2019_Feb_06_Phantom_Flight_4_84_HSV_V_fixed,4,84,2019:02:06 10:48:16,19.43,22.71,31.45,26.31,12.25,17.2
0,2019_Feb_06_Phantom_Flight_5_157_HSV_V_fixed,5,157,2019:02:06 11:08:13,19.86,23.53,31.58,26.56,13.53,18.89
0,2019_Feb_06_Phantom_Flight_2_294_HSV_V_fixed,2,294,2019:02:06 09:47:35,18.5,23.05,31.57,26.78,10.04,15.82
0,2019_Feb_06_Phantom_Flight_4_134_HSV_V_fixed,4,134,2019:02:06 10:49:56,19.06,22.62,31.09,26.04,11.48,16.47
0,2019_Feb_06_Phantom_Flight_3_117_HSV_V_fixed,3,117,2019:02:06 10:26:53,15.4,22.71,32.02,25.83,8.04,15.83
0,2019_Feb_06_Phantom_Flight_3_385_HSV_V_fixed,3,385,2019:02:06 10:35:49,19.56,22.04,31.62,25.8,11.02,15.65
0,2019_Feb_06_Phantom_Flight_2_72_HSV_V_fixed,2,72,2019:02:06 09:40:05,19.61,23.29,31.97,26.21,11.2,16.51
0,2019_Feb_06_Phantom_Flight_2_149_HSV_V_fixed,2,149,2019:02:06 09:42:41,16.9,21.9,31.95,26.25,8.87,15.34
0,2019_Feb_06_Phantom_Flight_4_272_HSV_V_fixed,4,272,2019:02:06 10:54:32,17.74,22.33,31.74,26.32,11.71,17.38
0,2019_Feb_06_Phantom_Flight_4_192_HSV_V_fixed,4,192,2019:02:06 10:51:52,19.56,23.83,31.57,26.86,12.52,18.44
0,2019_Feb_06_Phantom_Flight_3_251_HSV_V_fixed,3,251,2019:02:06 10:31:21,20.01,23.12,31.56,26.78,11.56,16.74
0,2019_Feb_06_Phantom_Flight_2_232_HSV_V_fixed,2,232,2019:02:06 09:45:27,17.79,22.97,31.74,26.53,9.94,16.3
0,2019_Feb_06_Phantom_Flight_4_109_HSV_V_fixed,4,109,2019:02:06 10:49:06,20.63,23.93,31.3,26.32,12.98,18.3
0,2019_Feb_06_Phantom_Flight_4_22_HSV_V_fixed,4,22,2019:02:06 10:46:12,20.38,23.72,30.5,25.72,14.27,18.73
0,2019_Feb_06_Phantom_Flight_5_211_HSV_V_fixed,5,211,2019:02:06 11:10:01,19.55,23.76,30.78,26.32,12.2,17.95
0,2019_Feb_06_Phantom_Flight_1_393_HSV_V_fixed,1,393,2019:02:06 10:11:52,17.26,23.04,31.6,26.54,7.97,15.07
0,2019_Feb_06_Phantom_Flight_2_418_HSV_V_fixed,2,418,2019:02:06 09:51:43,23.94,24.27,31.04,26.47,14.49,17.49
0,2019_Feb_06_Phantom_Flight_1_308_HSV_V_fixed,1,308,2019:02:06 10:09:02,18.15,23.14,31.51,26.27,8.78,15.37
0,2019_Feb_06_Phantom_Flight_1_247_HSV_V_fixed,1,247,2019:02:06 10:06:56,19.66,22.36,31.02,26.27,9.85,14.78
0,2019_Feb_06_Phantom_Flight_2_425_HSV_V_fixed,2,425,2019:02:06 09:51:57,24.19,24.15,31.1,26.32,13.99,16.66
0,2019_Feb_06_Phantom_Flight_1_335_HSV_V_fixed,1,335,2019:02:06 10:09:56,16.22,22.41,31.39,25.95,7.61,14.43
0,2019_Feb_06_Phantom_Flight_1_311_HSV_V_fixed,1,311,2019:02:06 10:09:08,17.88,23.16,31.51,26.67,8.72,15.4
0,2019_Feb_06_Phantom_Flight_2_401_HSV_V_fixed,2,401,2019:02:06 09:51:09,20.4,21.22,30.9,26.51,13.35,16.18
0,2019_Feb_06_Phantom_Flight_1_263_HSV_V_fixed,1,263,2019:02:06 10:07:32,20.53,23.92,31.57,26.73,10.44,16.47
0,2019_Feb_06_Phantom_Flight_1_183_HSV_V_fixed,1,183,2019:02:06 10:04:48,21.87,22.37,31.02,26.3,11.25,14.72
0,2019_Feb_06_Phantom_Flight_2_216_HSV_V_fixed,2,216,2019:02:06 09:44:55,18.75,23.49,32.1,26.75,10.34,16.59
0,2019_Feb_06_Phantom_Flight_5_235_HSV_V_fixed,5,235,2019:02:06 11:10:49,21.79,24.84,31.25,26.07,14.34,19.75
0,2019_Feb_06_Phantom_Flight_4_256_HSV_V_fixed,4,256,2019:02:06 10:54:00,17.11,22.63,31.87,26.69,11.81,18.06
0,2019_Feb_06_Phantom_Flight_3_195_HSV_V_fixed,3,195,2019:02:06 10:29:29,17.61,22.43,31.08,25.86,9.35,15.08
0,2019_Feb_06_Phantom_Flight_2_56_HSV_V_fixed,2,56,2019:02:06 09:39:33,21.97,23.69,30.6,25.65,12.77,17.56
0,2019_Feb_06_Phantom_Flight_1_506_HSV_V_fixed,1,506,2019:02:06 10:15:40,22.25,24.02,31.03,26.18,11.7,16.96
0,2019_Feb_06_Phantom_Flight_3_275_HSV_V_fixed,3,275,2019:02:06 10:32:09,19.8,22.6,30.96,26.61,11.51,16.28
0,2019_Feb_06_Phantom_Flight_2_359_HSV_V_fixed,2,359,2019:02:06 09:49:45,20.17,22.58,31.45,26.28,11.77,16.25
0,2019_Feb_06_Phantom_Flight_3_80_HSV_V_fixed,3,80,2019:02:06 10:25:39,17.31,23.3,30.57,25.04,9.16,16.43
0,2019_Feb_06_Phantom_Flight_4_319_HSV_V_fixed,4,319,2019:02:06 10:56:06,16.74,21.99,32.21,27.1,10.06,16.04
0,2019_Feb_06_Phantom_Flight_1_449_HSV_V_fixed,1,449,2019:02:06 10:13:46,20.64,23.43,31.0,25.91,10.58,16.34
0,2019_Feb_06_Phantom_Flight_4_110_HSV_V_fixed,4,110,2019:02:06 10:49:08,20.91,24.02,31.08,26.33,13.21,18.51
0,2019_Feb_06_Phantom_Flight_5_208_HSV_V_fixed,5,208,2019:02:06 11:09:55,20.2,23.67,31.6,26.6,12.75,18.08
0,2019_Feb_06_Phantom_Flight_3_133_HSV_V_fixed,3,133,2019:02:06 10:27:25,17.21,23.11,31.59,25.49,8.85,15.9
0,2019_Feb_06_Phantom_Flight_5_293_HSV_V_fixed,5,293,2019:02:06 11:12:45,19.16,23.24,31.02,26.5,12.43,17.82
0,2019_Feb_06_Phantom_Flight_2_150_HSV_V_fixed,2,150,2019:02:06 09:42:43,16.63,21.51,31.29,25.92,8.81,15.03
0,2019_Feb_06_Phantom_Flight_5_173_HSV_V_fixed,5,173,2019:02:06 11:08:45,18.84,22.22,30.82,25.71,12.43,17.6
0,2019_Feb_06_Phantom_Flight_3_248_HSV_V_fixed,3,248,2019:02:06 10:31:15,19.94,22.92,31.39,26.67,11.66,16.59
0,2019_Feb_06_Phantom_Flight_2_364_HSV_V_fixed,2,364,2019:02:06 09:49:55,20.95,23.29,30.51,25.86,12.77,17.35
0,2019_Feb_06_Phantom_Flight_3_307_HSV_V_fixed,3,307,2019:02:06 10:33:13,19.78,22.88,30.89,26.28,11.79,16.89
0,2019_Feb_06_Phantom_Flight_5_76_HSV_V_fixed,5,76,2019:02:06 11:05:31,18.89,21.93,31.43,26.8,12.74,17.13
0,2019_Feb_06_Phantom_Flight_4_324_HSV_V_fixed,4,324,2019:02:06 10:56:16,16.0,21.47,31.76,26.68,9.69,15.64
0,2019_Feb_06_Phantom_Flight_1_474_HSV_V_fixed,1,474,2019:02:06 10:14:36,21.71,23.74,31.59,26.74,11.53,16.72
0,2019_Feb_06_Phantom_Flight_2_446_HSV_V_fixed,2,446,2019:02:06 09:52:39,21.55,23.26,31.16,26.99,13.35,17.38
0,2019_Feb_06_Phantom_Flight_1_356_HSV_V_fixed,1,356,2019:02:06 10:10:38,16.16,23.11,31.24,26.02,7.7,14.92
0,2019_Feb_06_Phantom_Flight_1_162_HSV_V_fixed,1,162,2019:02:06 10:04:06,22.28,23.18,31.04,26.16,11.12,15.48
0,2019_Feb_06_Phantom_Flight_2_509_HSV_V_fixed,2,509,2019:02:06 09:54:45,21.02,21.95,30.73,26.66,12.54,15.64
0,2019_Feb_06_Phantom_Flight_1_282_HSV_V_fixed,1,282,2019:02:06 10:08:10,18.39,23.14,31.52,26.73,8.57,14.84
0,2019_Feb_06_Phantom_Flight_1_219_HSV_V_fixed,1,219,2019:02:06 10:06:00,21.26,22.24,30.51,26.07,11.36,15.27
0,2019_Feb_06_Phantom_Flight_1_224_HSV_V_fixed,1,224,2019:02:06 10:06:10,21.28,22.59,31.42,26.54,11.12,15.1
0,2019_Feb_06_Phantom_Flight_2_385_HSV_V_fixed,2,385,2019:02:06 09:50:37,22.58,23.02,31.12,26.84,14.36,17.02
0,2019_Feb_06_Phantom_Flight_5_97_HSV_V_fixed,5,97,2019:02:06 11:06:13,19.3,23.83,31.66,26.51,12.65,18.52
0,2019_Feb_06_Phantom_Flight_1_495_HSV_V_fixed,1,495,2019:02:06 10:15:18,21.57,23.62,30.75,26.11,11.35,16.36
0,2019_Feb_06_Phantom_Flight_4_211_HSV_V_fixed,4,211,2019:02:06 10:52:30,17.67,22.72,31.1,26.39,11.09,17.21
0,2019_Feb_06_Phantom_Flight_3_232_HSV_V_fixed,3,232,2019:02:06 10:30:43,21.17,24.02,31.06,26.08,12.01,17.43
0,2019_Feb_06_Phantom_Flight_5_109_HSV_V_fixed,5,109,2019:02:06 11:06:37,18.26,23.0,32.04,26.8,11.68,17.64
0,2019_Feb_06_Phantom_Flight_5_192_HSV_V_fixed,5,192,2019:02:06 11:09:23,18.37,22.71,31.06,26.18,11.96,17.49
0,2019_Feb_06_Phantom_Flight_2_251_HSV_V_fixed,2,251,2019:02:06 09:46:07,19.05,24.33,31.27,26.12,11.15,17.85
0,2019_Feb_06_Phantom_Flight_3_149_HSV_V_fixed,3,149,2019:02:06 10:27:57,18.46,24.13,31.18,25.58,9.88,17.07
0,2019_Feb_06_Phantom_Flight_4_41_HSV_V_fixed,4,41,2019:02:06 10:46:50,19.54,23.36,32.32,27.24,13.5,18.22
0,2019_Feb_06_Phantom_Flight_5_272_HSV_V_fixed,5,272,2019:02:06 11:12:03,19.93,23.92,32.29,27.0,13.5,18.8
0,2019_Feb_06_Phantom_Flight_3_340_HSV_V_fixed,3,340,2019:02:06 10:34:19,18.7,21.77,31.11,26.63,10.22,15.04
0,2019_Feb_06_Phantom_Flight_1_433_HSV_V_fixed,1,433,2019:02:06 10:13:14,18.97,23.5,31.69,26.62,9.31,15.75
0,2019_Feb_06_Phantom_Flight_5_31_HSV_V_fixed,5,31,2019:02:06 11:04:01,18.21,22.47,31.58,26.42,12.44,17.45
0,2019_Feb_06_Phantom_Flight_3_61_HSV_V_fixed,3,61,2019:02:06 10:25:01,16.87,23.33,31.24,26.2,8.53,16.16
0,2019_Feb_06_Phantom_Flight_5_300_HSV_V_fixed,5,300,2019:02:06 11:12:59,19.14,22.84,32.19,26.74,12.22,17.32
0,2019_Feb_06_Phantom_Flight_2_323_HSV_V_fixed,2,323,2019:02:06 09:48:33,20.6,24.75,30.91,26.17,11.74,18.07
0,2019_Feb_06_Phantom_Flight_2_117_HSV_V_fixed,2,117,2019:02:06 09:41:37,17.65,23.06,30.49,26.13,9.58,16.68
0,2019_Feb_06_Phantom_Flight_5_134_HSV_V_fixed,5,134,2019:02:06 11:07:27,19.54,23.92,31.04,26.8,12.93,18.35
0,2019_Feb_06_Phantom_Flight_4_157_HSV_V_fixed,4,157,2019:02:06 10:50:42,19.14,22.37,31.4,26.2,12.3,16.55
0,2019_Feb_06_Phantom_Flight_3_294_HSV_V_fixed,3,294,2019:02:06 10:32:47,21.09,24.11,31.38,27.05,12.27,17.81
0,2019_Feb_06_Phantom_Flight_3_174_HSV_V_fixed,3,174,2019:02:06 10:28:47,16.89,22.47,31.0,25.75,8.66,14.91
0,2019_Feb_06_Phantom_Flight_4_184_HSV_V_fixed,4,184,2019:02:06 10:51:36,19.98,23.24,30.96,25.77,12.25,17.45
0,2019_Feb_06_Phantom_Flight_3_247_HSV_V_fixed,3,247,2019:02:06 10:31:13,19.88,22.59,31.26,26.49,11.56,16.32
0,2019_Feb_06_Phantom_Flight_2_64_HSV_V_fixed,2,64,2019:02:06 09:39:49,20.18,23.47,31.02,26.18,11.28,16.6
0,2019_Feb_06_Phantom_Flight_4_264_HSV_V_fixed,4,264,2019:02:06 10:54:16,18.39,23.06,31.62,26.49,11.8,17.67
0,2019_Feb_06_Phantom_Flight_4_34_HSV_V_fixed,4,34,2019:02:06 10:46:36,21.09,23.6,31.07,26.0,14.29,18.26
0,2019_Feb_06_Phantom_Flight_5_207_HSV_V_fixed,5,207,2019:02:06 11:09:53,20.08,23.52,30.97,26.45,12.65,17.93
0,2019_Feb_06_Phantom_Flight_2_224_HSV_V_fixed,2,224,2019:02:06 09:45:11,17.39,22.58,31.76,26.53,9.52,15.73
0,2019_Feb_06_Phantom_Flight_5_79_HSV_V_fixed,5,79,2019:02:06 11:05:37,18.43,22.18,31.39,26.47,12.22,17.24
0,2019_Feb_06_Phantom_Flight_3_308_HSV_V_fixed,3,308,2019:02:06 10:33:15,20.22,23.19,31.53,26.56,11.93,17.0
0,2019_Feb_06_Phantom_Flight_3_393_HSV_V_fixed,3,393,2019:02:06 10:36:05,18.8,22.02,30.52,26.26,10.75,15.65
0,2019_Feb_06_Phantom_Flight_3_29_HSV_V_fixed,3,29,2019:02:06 10:23:57,16.13,22.84,31.69,26.59,8.43,15.59
0,2019_Feb_06_Phantom_Flight_5_141_HSV_V_fixed,5,141,2019:02:06 11:07:41,19.1,23.36,31.87,26.55,13.02,18.06
0,2019_Feb_06_Phantom_Flight_2_282_HSV_V_fixed,2,282,2019:02:06 09:47:11,20.07,23.92,32.04,26.49,11.75,17.42
0,2019_Feb_06_Phantom_Flight_2_59_HSV_V_fixed,2,59,2019:02:06 09:39:39,20.95,24.02,31.67,27.18,11.96,17.15
0,2019_Feb_06_Phantom_Flight_2_162_HSV_V_fixed,2,162,2019:02:06 09:43:07,18.12,22.99,31.08,26.08,9.18,15.5
0,2019_Feb_06_Phantom_Flight_4_92_HSV_V_fixed,4,92,2019:02:06 10:48:32,18.1,21.75,30.74,25.97,11.06,16.06
0,2019_Feb_06_Phantom_Flight_4_259_HSV_V_fixed,4,259,2019:02:06 10:54:06,17.15,22.61,31.38,26.42,12.05,18.1
0,2019_Feb_06_Phantom_Flight_3_101_HSV_V_fixed,3,101,2019:02:06 10:26:21,16.22,22.72,31.51,25.59,8.59,15.76
0,2019_Feb_06_Phantom_Flight_2_219_HSV_V_fixed,2,219,2019:02:06 09:45:01,18.53,22.91,31.85,26.56,10.05,16.06
0,2019_Feb_06_Phantom_Flight_4_122_HSV_V_fixed,4,122,2019:02:06 10:49:32,20.55,24.69,31.48,26.58,13.37,18.99
0,2019_Feb_06_Phantom_Flight_1_446_HSV_V_fixed,1,446,2019:02:06 10:13:40,20.54,23.65,31.2,26.09,10.36,16.33
0,2019_Feb_06_Phantom_Flight_4_316_HSV_V_fixed,4,316,2019:02:06 10:56:00,17.99,22.45,32.0,26.64,10.67,16.51
0,2019_Feb_06_Phantom_Flight_5_44_HSV_V_fixed,5,44,2019:02:06 11:04:27,19.51,23.09,31.02,26.5,13.51,18.37
0,2019_Feb_06_Phantom_Flight_3_335_HSV_V_fixed,3,335,2019:02:06 10:34:09,19.68,22.65,32.33,27.34,10.89,15.73
0,2019_Feb_06_Phantom_Flight_2_356_HSV_V_fixed,2,356,2019:02:06 09:49:39,19.7,22.44,31.19,26.45,11.17,15.75
0,2019_Feb_06_Phantom_Flight_2_433_HSV_V_fixed,2,433,2019:02:06 09:52:13,24.29,24.44,31.84,27.55,13.97,16.8
0,2019_Feb_06_Phantom_Flight_1_323_HSV_V_fixed,1,323,2019:02:06 10:09:32,18.17,23.64,31.7,26.26,8.69,15.56
0,2019_Feb_06_Phantom_Flight_1_251_HSV_V_fixed,1,251,2019:02:06 10:07:06,19.3,22.37,31.39,26.58,9.42,14.51
0,2019_Feb_06_Phantom_Flight_1_385_HSV_V_fixed,1,385,2019:02:06 10:11:36,16.66,22.61,32.27,26.35,7.98,15.04
0,2019_Feb_06_Phantom_Flight_2_495_HSV_V_fixed,2,495,2019:02:06 09:54:17,20.99,21.62,30.88,25.89,12.54,15.59
0,2019_Feb_06_Phantom_Flight_5_240_HSV_V_fixed,5,240,2019:02:06 11:10:59,20.22,23.52,31.18,25.86,13.44,18.26
0,2019_Feb_06_Phantom_Flight_4_73_HSV_V_fixed,4,73,2019:02:06 10:47:54,18.7,22.7,31.09,26.18,12.07,16.93
0,2019_Feb_06_Phantom_Flight_2_183_HSV_V_fixed,2,183,2019:02:06 09:43:49,18.71,23.32,31.48,26.5,9.67,15.83
0,2019_Feb_06_Phantom_Flight_4_158_HSV_V_fixed,4,158,2019:02:06 10:50:44,19.47,22.55,31.87,26.16,12.47,16.7
0,2019_Feb_06_Phantom_Flight_2_263_HSV_V_fixed,2,263,2019:02:06 09:46:33,20.3,23.39,31.46,26.66,12.05,17.49
0,2019_Feb_06_Phantom_Flight_3_200_HSV_V_fixed,3,200,2019:02:06 10:29:39,18.76,23.36,31.69,26.35,10.19,16.1
0,2019_Feb_06_Phantom_Flight_4_223_HSV_V_fixed,4,223,2019:02:06 10:52:54,18.61,23.13,30.94,25.65,11.86,17.85
0,2019_Feb_06_Phantom_Flight_2_118_HSV_V_fixed,2,118,2019:02:06 09:41:39,18.8,23.92,31.77,26.69,10.2,17.58
0,2019_Feb_06_Phantom_Flight_2_311_HSV_V_fixed,2,311,2019:02:06 09:48:09,19.29,23.11,31.35,26.12,10.87,16.56
0,2019_Feb_06_Phantom_Flight_5_332_HSV_V_fixed,5,332,2019:02:06 11:14:03,20.03,23.84,31.22,26.15,12.98,18.17
0,2019_Feb_06_Phantom_Flight_5_98_HSV_V_fixed,5,98,2019:02:06 11:06:15,18.93,23.39,31.13,26.02,12.33,18.12
0,2019_Feb_06_Phantom_Flight_3_53_HSV_V_fixed,3,53,2019:02:06 10:24:45,15.61,22.82,31.94,25.97,7.92,15.46
0,2019_Feb_06_Phantom_Flight_1_401_HSV_V_fixed,1,401,2019:02:06 10:12:10,17.26,23.22,31.83,26.38,8.02,15.03
0,2019_Feb_06_Phantom_Flight_3_372_HSV_V_fixed,3,372,2019:02:06 10:35:23,20.21,23.6,31.21,26.49,11.59,17.09
0,2019_Feb_06_Phantom_Flight_2_85_HSV_V_fixed,2,85,2019:02:06 09:40:31,18.78,24.19,30.77,25.91,9.76,16.17
0,2019_Feb_06_Phantom_Flight_4_285_HSV_V_fixed,4,285,2019:02:06 10:54:58,18.86,23.11,31.61,26.37,12.68,18.09
0,2019_Feb_06_Phantom_Flight_3_146_HSV_V_fixed,3,146,2019:02:06 10:27:51,18.71,23.99,31.38,25.58,9.84,16.75
0,2019_Feb_06_Phantom_Flight_4_165_HSV_V_fixed,4,165,2019:02:06 10:50:58,19.49,22.65,31.72,25.86,12.47,17.1
0,2019_Feb_06_Phantom_Flight_5_106_HSV_V_fixed,5,106,2019:02:06 11:06:31,18.8,22.91,31.75,26.25,11.89,17.47
0,2019_Feb_06_Phantom_Flight_2_125_HSV_V_fixed,2,125,2019:02:06 09:41:53,19.51,23.94,30.82,25.94,10.62,17.15
0,2019_Feb_06_Phantom_Flight_1_364_HSV_V_fixed,1,364,2019:02:06 10:10:54,16.78,22.89,31.34,25.78,7.75,15.07
0,2019_Feb_06_Phantom_Flight_1_150_HSV_V_fixed,1,150,2019:02:06 10:03:42,21.79,22.87,30.27,25.7,10.5,14.79
0,2019_Feb_06_Phantom_Flight_1_359_HSV_V_fixed,1,359,2019:02:06 10:10:44,16.23,23.06,31.71,26.28,7.67,14.81
0,2019_Feb_06_Phantom_Flight_2_449_HSV_V_fixed,2,449,2019:02:06 09:52:45,21.36,22.78,31.25,26.3,13.27,17.17
0,2019_Feb_06_Phantom_Flight_1_216_HSV_V_fixed,1,216,2019:02:06 10:05:54,22.76,23.22,32.71,27.24,12.17,15.96
0,2019_Feb_06_Phantom_Flight_2_506_HSV_V_fixed,2,506,2019:02:06 09:54:39,21.64,22.37,31.59,27.02,12.83,15.93
0,2019_Feb_06_Phantom_Flight_1_149_HSV_V_fixed,1,149,2019:02:06 10:03:40,21.97,23.08,30.44,26.11,10.35,14.61
0,2019_Feb_06_Phantom_Flight_1_232_HSV_V_fixed,1,232,2019:02:06 10:06:26,20.47,22.15,31.29,25.99,10.61,15.0
0,2019_Feb_06_Phantom_Flight_1_294_HSV_V_fixed,1,294,2019:02:06 10:08:34,18.8,23.24,31.79,26.3,8.66,14.93
0,2019_Feb_06_Phantom_Flight_1_174_HSV_V_fixed,1,174,2019:02:06 10:04:30,21.5,22.95,31.1,26.55,10.79,15.14
0,2019_Feb_06_Phantom_Flight_2_450_HSV_V_fixed,2,450,2019:02:06 09:52:47,20.87,22.73,30.5,26.23,13.01,17.13
0,2019_Feb_06_Phantom_Flight_1_340_HSV_V_fixed,1,340,2019:02:06 10:10:06,16.09,22.47,31.68,26.35,7.51,14.25
