,file_name,flight,image,date,mean_red,sd_red,mean_green,sd_green,mean_blue,sd_blue
0,2019_Feb_06_Phantom_Flight_3_180_HSV_V_fixed,3,180,2019:02:06 10:28:59,17.93,23.08,31.02,26.34,9.62,16.0
0,2019_Feb_06_Phantom_Flight_3_260_HSV_V_fixed,3,260,2019:02:06 10:31:39,20.79,23.38,31.59,26.17,11.78,16.46
0,2019_Feb_06_Phantom_Flight_2_298_HSV_V_fixed,2,298,2019:02:06 09:47:43,18.44,22.55,31.52,26.09,9.85,15.53
0,2019_Feb_06_Phantom_Flight_3_95_HSV_V_fixed,3,95,2019:02:06 10:26:09,16.27,23.09,31.65,25.91,8.63,15.7
0,2019_Feb_06_Phantom_Flight_4_105_HSV_V_fixed,4,105,2019:02:06 10:48:58,19.96,23.44,31.52,26.4,12.77,18.2
0,2019_Feb_06_Phantom_Flight_3_126_HSV_V_fixed,3,126,2019:02:06 10:27:11,16.23,22.51,31.92,25.55,8.18,15.0
0,2019_Feb_06_Phantom_Flight_5_286_HSV_V_fixed,5,286,2019:02:06 11:12:31,20.48,23.8,32.03,27.12,13.12,18.17
0,2019_Feb_06_Phantom_Flight_2_145_HSV_V_fixed,2,145,2019:02:06 09:42:33,16.82,22.3,32.16,26.93,9.04,15.71
0,2019_Feb_06_Phantom_Flight_5_166_HSV_V_fixed,5,166,2019:02:06 11:08:31,19.18,23.68,31.18,26.32,13.63,19.37
0,2019_Feb_06_Phantom_Flight_3_33_HSV_V_fixed,3,33,2019:02:06 10:24:05,17.51,22.18,31.24,25.84,9.46,15.27
0,2019_Feb_06_Phantom_Flight_2_371_HSV_V_fixed,2,371,2019:02:06 09:50:09,22.68,23.03,31.65,26.32,14.05,17.27
0,2019_Feb_06_Phantom_Flight_3_389_HSV_V_fixed,3,389,2019:02:06 10:35:57,19.33,21.81,31.03,26.04,11.05,15.49
0,2019_Feb_06_Phantom_Flight_3_312_HSV_V_fixed,3,312,2019:02:06 10:33:23,19.05,22.49,30.32,25.9,11.17,16.41
0,2019_Feb_06_Phantom_Flight_1_461_HSV_V_fixed,1,461,2019:02:06 10:14:10,21.59,23.87,30.85,26.45,11.18,16.61
0,2019_Feb_06_Phantom_Flight_5_63_HSV_V_fixed,5,63,2019:02:06 11:05:05,20.48,23.95,30.65,25.71,13.69,18.86
0,2019_Feb_06_Phantom_Flight_4_331_HSV_V_fixed,4,331,2019:02:06 10:56:30,15.96,21.4,31.51,26.11,9.66,15.46
0,2019_Feb_06_Phantom_Flight_2_453_HSV_V_fixed,2,453,2019:02:06 09:52:53,21.26,23.48,30.94,26.68,13.33,17.6
0,2019_Feb_06_Phantom_Flight_1_343_HSV_V_fixed,1,343,2019:02:06 10:10:12,15.6,22.11,31.63,25.89,7.27,14.06
0,2019_Feb_06_Phantom_Flight_1_177_HSV_V_fixed,1,177,2019:02:06 10:04:36,21.93,22.69,31.64,26.5,10.98,15.0
0,2019_Feb_06_Phantom_Flight_1_297_HSV_V_fixed,1,297,2019:02:06 10:08:40,18.06,22.69,31.03,25.44,8.74,15.03
0,2019_Feb_06_Phantom_Flight_1_231_HSV_V_fixed,1,231,2019:02:06 10:06:24,20.31,22.12,30.94,25.95,10.46,14.88
0,2019_Feb_06_Phantom_Flight_2_390_HSV_V_fixed,2,390,2019:02:06 09:50:47,22.31,22.55,30.83,25.91,14.83,17.3
0,2019_Feb_06_Phantom_Flight_3_368_HSV_V_fixed,3,368,2019:02:06 10:35:15,19.48,22.97,31.22,26.35,10.91,16.39
0,2019_Feb_06_Phantom_Flight_5_19_HSV_V_fixed,5,19,2019:02:06 11:03:37,19.57,23.38,30.63,25.61,13.25,18.25
0,2019_Feb_06_Phantom_Flight_1_480_HSV_V_fixed,1,480,2019:02:06 10:14:48,21.82,24.03,31.1,26.17,11.81,17.28
0,2019_Feb_06_Phantom_Flight_5_328_HSV_V_fixed,5,328,2019:02:06 11:13:55,21.77,24.87,31.37,26.3,13.93,19.54
0,2019_Feb_06_Phantom_Flight_3_49_HSV_V_fixed,3,49,2019:02:06 10:24:37,14.8,22.07,30.9,25.21,7.35,14.67
0,2019_Feb_06_Phantom_Flight_5_82_HSV_V_fixed,5,82,2019:02:06 11:05:43,18.16,22.74,31.56,26.81,11.74,17.58
0,2019_Feb_06_Phantom_Flight_4_204_HSV_V_fixed,4,204,2019:02:06 10:52:16,18.1,22.88,31.7,26.33,11.22,17.23
0,2019_Feb_06_Phantom_Flight_3_227_HSV_V_fixed,3,227,2019:02:06 10:30:33,21.24,24.4,31.12,26.55,12.27,17.94
0,2019_Feb_06_Phantom_Flight_5_187_HSV_V_fixed,5,187,2019:02:06 11:09:13,18.96,22.49,30.96,26.05,12.4,17.5
0,2019_Feb_06_Phantom_Flight_2_244_HSV_V_fixed,2,244,2019:02:06 09:45:51,16.85,22.14,31.23,26.12,9.9,16.14
0,2019_Feb_06_Phantom_Flight_4_54_HSV_V_fixed,4,54,2019:02:06 10:47:16,19.4,23.58,31.54,26.47,13.25,18.32
0,2019_Feb_06_Phantom_Flight_5_267_HSV_V_fixed,5,267,2019:02:06 11:11:53,19.6,24.28,31.7,26.7,13.35,19.04
0,2019_Feb_06_Phantom_Flight_3_355_HSV_V_fixed,3,355,2019:02:06 10:34:49,19.06,22.44,30.51,25.71,11.2,16.71
0,2019_Feb_06_Phantom_Flight_5_24_HSV_V_fixed,5,24,2019:02:06 11:03:47,19.36,23.96,31.41,26.0,13.46,18.98
0,2019_Feb_06_Phantom_Flight_1_426_HSV_V_fixed,1,426,2019:02:06 10:13:00,17.23,22.1,31.04,26.19,8.05,13.87
0,2019_Feb_06_Phantom_Flight_5_315_HSV_V_fixed,5,315,2019:02:06 11:13:29,20.35,23.89,31.62,26.79,12.71,18.36
0,2019_Feb_06_Phantom_Flight_3_74_HSV_V_fixed,3,74,2019:02:06 10:25:27,18.58,24.03,31.17,26.05,9.71,17.14
0,2019_Feb_06_Phantom_Flight_2_336_HSV_V_fixed,2,336,2019:02:06 09:48:59,19.11,22.79,31.78,26.43,10.82,16.47
0,2019_Feb_06_Phantom_Flight_4_239_HSV_V_fixed,4,239,2019:02:06 10:53:26,18.39,23.34,31.29,26.22,10.95,17.04
